dataset_code,dataset_name,project_code,project_name,profile_id,profile_depth_id,monitoring_location_name,date,time_sample,depth_m,depth_bin_m,temp_c,oxygen_mg_l1,oxygen_saturation_pct,cond_us_cm1,cond_spec_us_cm1,chla_ug_l1,gear_type_code,gear_type_desc,optode,method_sample_code,method_sample_desc,qa_level,collected_by,researcher_code,researcher_name,qualifiers,comments,update_date,account,version
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-06-27],[114 LA CB] [2023-06-27] [Depth: 2.48 m],114 LA CB,2023-06-27,8:27:12,2.48,2.5,21.69,8.43,,11.69,12,14,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-06-27],[114 LA CB] [2023-06-27] [Depth: 2.782 m],114 LA CB,2023-06-27,8:28:06,2.782,2.75,21.62,8.23,,11.71,13,17,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-06-27],[114 LA CB] [2023-06-27] [Depth: 3.019 m],114 LA CB,2023-06-27,8:29:05,3.019,3,21.53,7.726,,12.11,13,23,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-06-27],[114 LA CB] [2023-06-27] [Depth: 3.267 m],114 LA CB,2023-06-27,8:29:50,3.267,3.25,21.43,7.611,,12.01,13,22,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-06-27],[114 LA CB] [2023-06-27] [Depth: 3.506 m],114 LA CB,2023-06-27,8:30:32,3.506,3.5,21.37,7.61,,11.96,13,21,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-06-27],[114 LA CB] [2023-06-27] [Depth: 3.749 m],114 LA CB,2023-06-27,8:31:16,3.749,3.75,21.28,7.595,,11.92,13,24,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-06-27],[114 LA CB] [2023-06-27] [Depth: 4.014 m],114 LA CB,2023-06-27,8:32:22,4.014,4,21.22,6.997,,12.2,13,29,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 0.235 m],114 LA CB,2023-07-11,8:12:43,0.235,0.25,19.13,8.28,,9,10,4,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 0.509 m],114 LA CB,2023-07-11,8:13:27,0.509,0.5,19.14,8.23,,9,10,10,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 1.018 m],114 LA CB,2023-07-11,8:14:19,1.018,1,19.14,8.22,,9,10,6,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 1.529 m],114 LA CB,2023-07-11,8:15:08,1.529,1.5,19.13,8.21,,10,11,4,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 2.029 m],114 LA CB,2023-07-11,8:15:59,2.029,2,19.11,8.2,,10,11,6,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 2.504 m],114 LA CB,2023-07-11,8:16:47,2.504,2.5,19.09,8.19,,10,11,6,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 2.993 m],114 LA CB,2023-07-11,8:17:31,2.993,3,19.09,8.19,,10,11,6,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 3.489 m],114 LA CB,2023-07-11,8:18:34,3.489,3.5,19.09,8.2,,10,11,6,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 4.044 m],114 LA CB,2023-07-11,8:19:28,4.044,4,19.1,8.2,,10,11,5,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-11],[114 LA CB] [2023-07-11] [Depth: 4.507 m],114 LA CB,2023-07-11,8:20:37,4.507,4.5,19.14,2.56,,15,17,1,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-25],[114 LA CB] [2023-07-25] [Depth: 0.036 m],114 LA CB,2023-07-25,10:17:37,0.036,0,22.76,8.63,,12.6,13,4,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-25],[114 LA CB] [2023-07-25] [Depth: 0.489 m],114 LA CB,2023-07-25,10:18:19,0.489,0.5,22.78,8.58,,12.1,13,5,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-25],[114 LA CB] [2023-07-25] [Depth: 1.029 m],114 LA CB,2023-07-25,10:19:10,1.029,1,22.77,8.55,,12.07,13,5,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-25],[114 LA CB] [2023-07-25] [Depth: 3.03 m],114 LA CB,2023-07-25,10:22:32,3.03,3,21.67,7.607,,12.15,13,13,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-25],[114 LA CB] [2023-07-25] [Depth: 3.25 m],114 LA CB,2023-07-25,10:24:59,3.25,3.25,21.52,7.161,,12.23,13,14,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-25],[114 LA CB] [2023-07-25] [Depth: 3.515 m],114 LA CB,2023-07-25,10:25:41,3.515,3.5,21.28,7.132,,12.39,13,20,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-25],[114 LA CB] [2023-07-25] [Depth: 3.759 m],114 LA CB,2023-07-25,10:26:55,3.759,3.75,20.94,6.523,,12.65,14,23,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-25],[114 LA CB] [2023-07-25] [Depth: 4.001 m],114 LA CB,2023-07-25,10:28:20,4.001,4,20.49,5.09,,13.44,15,32,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-07-25],[114 LA CB] [2023-07-25] [Depth: 4.247 m],114 LA CB,2023-07-25,10:30:07,4.247,4.25,20.17,3.744,,17.63,19,46,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 0.201 m],114 LA CB,2023-08-09,9:50:57,0.201,0.25,22.43,7.874,,10,11,3,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 0.497 m],114 LA CB,2023-08-09,9:51:39,0.497,0.5,22.44,7.847,,10,11,4,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 1.06 m],114 LA CB,2023-08-09,9:52:29,1.06,1,22.46,7.834,,10,11,9,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 1.509 m],114 LA CB,2023-08-09,9:53:21,1.509,1.5,22.45,7.836,,10,11,4,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 2.032 m],114 LA CB,2023-08-09,9:54:03,2.032,2,22.41,7.835,,10,11,10,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 2.492 m],114 LA CB,2023-08-09,9:54:49,2.492,2.5,22.39,7.82,,10,11,4,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 2.997 m],114 LA CB,2023-08-09,9:55:45,2.997,3,22.36,7.78,,10,11,10,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 3.506 m],114 LA CB,2023-08-09,9:56:35,3.506,3.5,22.31,7.744,,10,11,5,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 4.015 m],114 LA CB,2023-08-09,9:57:13,4.015,4,22.27,7.62,,10,11,6,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-09],[114 LA CB] [2023-08-09] [Depth: 4.48 m],114 LA CB,2023-08-09,9:58:03,4.48,4.5,21.65,2.143,,64,68,0,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-22],[114 LA CB] [2023-08-22] [Depth: 0.043 m],114 LA CB,2023-08-22,10:23:08,0.043,0,20.19,8.73,,11.1,12,6,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-22],[114 LA CB] [2023-08-22] [Depth: 0.51 m],114 LA CB,2023-08-22,10:23:56,0.51,0.5,20.2,8.68,,11.02,12,7,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-22],[114 LA CB] [2023-08-22] [Depth: 1.026 m],114 LA CB,2023-08-22,10:24:37,1.026,1,20.2,8.68,,10.99,12,7,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-22],[114 LA CB] [2023-08-22] [Depth: 1.506 m],114 LA CB,2023-08-22,10:25:15,1.506,1.5,20.17,8.64,,10.97,12,8,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-22],[114 LA CB] [2023-08-22] [Depth: 1.982 m],114 LA CB,2023-08-22,10:26:06,1.982,2,20.19,8.63,,10.95,12,8,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-22],[114 LA CB] [2023-08-22] [Depth: 3.059 m],114 LA CB,2023-08-22,10:26:47,3.059,3,20.18,8.61,,10.93,12,8,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-08-22],[114 LA CB] [2023-08-22] [Depth: 4.035 m],114 LA CB,2023-08-22,10:28:20,4.035,4,20.13,8.53,,10.93,12,9,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-09-06],[114 LA CB] [2023-09-06] [Depth: 0.484 m],114 LA CB,2023-09-06,14:40:16,0.484,0.5,19.27,8.59,,10.57,12,5,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-09-06],[114 LA CB] [2023-09-06] [Depth: 1.021 m],114 LA CB,2023-09-06,14:41:29,1.021,1,19.29,8.57,,10.56,12,8,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-09-06],[114 LA CB] [2023-09-06] [Depth: 2 m],114 LA CB,2023-09-06,14:42:15,2,2,19.29,8.57,,10.56,12,9,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-09-06],[114 LA CB] [2023-09-06] [Depth: 2.996 m],114 LA CB,2023-09-06,14:43:29,2.996,3,19.29,8.56,,10.56,12,9,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-09-06],[114 LA CB] [2023-09-06] [Depth: 4.004 m],114 LA CB,2023-09-06,14:48:16,4.004,4,19.3,8.45,,10.55,12,10,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-09-06],[114 LA CB] [2023-09-06] [Depth: 0.102 m],114 LA CB,2023-09-06,14:39:20,0.102,,19.28,8.67,,10.58,12,6,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[114 LA CB] [2023-09-19],[114 LA CB] [2023-09-19] [Depth: 0.058 m],114 LA CB,2023-09-19,9:51:59,0.058,0,15.63,9.28,,10.19,12,7,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
