Sample ID,Site,Date Collected,Test,Parameter,Result,Units,Rep. Limit,Instrument,Method,Analyst,Analysis Date,Order ID,Matrix,,,,
2023011502-06,239 LA CB 20m,01-16-2023,Cations,Na,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,Cations,Fe,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,Cations,K,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,Cations,Mg,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,Cations,Mn,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,Chla,Chla,0.44,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,07-07-2023 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,DIC,DIC,250,µmol/L,2.1,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,bcooney,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,DOC,DOC,615,µmol/L,18,Elementar Enviro-TOC,ELA-DOC,bcooney,07-17-2024 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,NH3,NH3-N,7,µg/L,7.7,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,NO2,NO2-N,0.4,µg/L,0.29,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,NO3,NO3-N,68,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,Part C/N,Part N,25.4,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,Part C/N,Part C,253.2,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,Part P,Part P,5,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,cleclerc,10-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,pH,pH,5.81,SU,,MANTECH MT-100,ELA-MT100,shavens,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,SRSi,SRSi,2.538,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,jthoroski,10-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,TDN,TDN,271,µg/L,10.2,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-06,239 LA CB 20m,01-16-2023,TDP,TDP,1.8,µg/L,1.3,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Absorbance scan,SUVA,0.0698,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Absorbance scan,SR,0.9956,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Absorbance scan,S350-400,0.0192,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Absorbance scan,S275-295,0.0191,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Absorbance scan,E2:E3,5.9333,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Absorbance scan,E2:E4,22.25,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Absorbance scan,A254,41.2237,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Alk,Alk,173.2,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Anions,Cl,0.22,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Anions,SO4,1.72,mg/L,0.11,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Cations,Ca,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Cations,Na,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Cations,Mo,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Cations,Mn,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Cations,Mg,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Cations,K,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Cations,Fe,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Chla,Chla,0.48,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,07-07-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,DIC,DIC,279,µmol/L,2.1,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,bcooney,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,DOC,DOC,591,µmol/L,18,Elementar Enviro-TOC,ELA-DOC,bcooney,07-17-2024 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,NH3,NH3-N,6,µg/L,7.7,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,NO2,NO2-N,0.4,µg/L,0.29,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,NO3,NO3-N,74,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Part C/N,Part N,28.3,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Part C/N,Part C,316.4,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,Part P,Part P,5,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,cleclerc,10-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,pH,pH,5.79,SU,,MANTECH MT-100,ELA-MT100,shavens,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,SRSi,SRSi,2.642,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,jthoroski,10-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,TDN,TDN,281,µg/L,10.2,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-07,239 LA CB 25m,01-16-2023,TDP,TDP,2.3,µg/L,1.3,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Absorbance scan,A254,42.6055,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Absorbance scan,E2:E4,18.4,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Absorbance scan,E2:E3,5.2571,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Absorbance scan,S275-295,0.0177,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Absorbance scan,S350-400,0.018,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Absorbance scan,SR,0.9863,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Absorbance scan,SUVA,0.0718,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Alk,Alk,188,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Anions,Cl,0.23,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Anions,SO4,1.64,mg/L,0.11,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Cations,Ca,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Cations,Mo,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Cations,Na,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Cations,Fe,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Cations,K,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Cations,Mg,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Cations,Mn,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Chla,Chla,0.72,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,07-07-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,DIC,DIC,406,µmol/L,2.1,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,bcooney,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,DOC,DOC,593,µmol/L,18,Elementar Enviro-TOC,ELA-DOC,bcooney,07-17-2024 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,NH3,NH3-N,14,µg/L,7.7,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,NO2,NO2-N,0.5,µg/L,0.29,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,NO3,NO3-N,110,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Part C/N,Part N,69,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Part C/N,Part C,824,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,Part P,Part P,10,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,cleclerc,10-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,pH,pH,5.76,SU,,MANTECH MT-100,ELA-MT100,shavens,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,SRSi,SRSi,2.746,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,jthoroski,10-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,TDN,TDN,326,µg/L,10.2,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-08,239 LA CB 30m,01-16-2023,TDP,TDP,3.7,µg/L,1.3,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Absorbance scan,SUVA,0.0723,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Absorbance scan,SR,1.0347,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Absorbance scan,S350-400,0.0185,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Absorbance scan,S275-295,0.0191,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Absorbance scan,E2:E3,5.9677,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Absorbance scan,E2:E4,23.125,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Absorbance scan,A254,43.0661,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,bcooney,01-24-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Alk,Alk,170.7,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Anions,Cl,0.22,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Anions,SO4,1.69,mg/L,0.11,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Cations,Ca,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Cations,Na,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Cations,Mo,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Cations,Mn,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Cations,Mg,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Cations,K,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Cations,Fe,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Chla,Chla,0.44,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,07-07-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,DIC,DIC,225,µmol/L,2.1,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,bcooney,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,DOC,DOC,596,µmol/L,18,Elementar Enviro-TOC,ELA-DOC,bcooney,07-17-2024 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,NH3,NH3-N,7,µg/L,7.7,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,NO2,NO2-N,0.4,µg/L,0.29,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,NO3,NO3-N,62,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Part C/N,Part N,15.3,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Part C/N,Part C,225.6,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,Part P,Part P,5,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,cleclerc,10-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,pH,pH,5.83,SU,,MANTECH MT-100,ELA-MT100,shavens,01-16-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,SRSi,SRSi,2.403,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,jthoroski,10-17-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,TDN,TDN,268,µg/L,10.2,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011502,Lake Water,,,,
2023011502-11,239 LA CB 10m,01-16-2023,TDP,TDP,1.6,µg/L,1.3,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011502,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Alk,Alk,149.4,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,01-18-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Anions,Cl,0.22,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Anions,SO4,0.77,mg/L,0.11,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Cations,Ca,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Cations,Fe,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Cations,K,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Cations,Mg,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Cations,Mn,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Cations,Mo,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Cations,Na,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Chla,Chla,2.54,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,07-20-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,DIC,DIC,358,µmol/L,1.4,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,shavens,01-18-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,DOC,DOC,754,µmol/L,18,Elementar Enviro-TOC,ELA-DOC,bcooney,07-17-2024 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,NH3,NH3-N,500,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-18-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,NO2,NO2-N,2,µg/L,0.27,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-18-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,NO3,NO3-N,258,µg/L,0.1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,01-18-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Part C/N,Part N,57,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Part C/N,Part C,560.6,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Part Fe,Part Fe,246,µg/L,36,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-PartFe,bcooney,06-17-2025 22:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,Part P,Part P,13,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,cleclerc,10-19-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,pH,pH,5.99,SU,,Fisher Scientific Accumet pH meter,ELA-pH,shavens,01-18-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,SRSi,SRSi,1.058,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,jthoroski,10-17-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,TDN,TDN,1130,µg/L,10.2,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011802,Lake Water,,,,
2023011802-01,227 LA CB 1m,01-18-2023,TDP,TDP,3.8,µg/L,1.3,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,01-19-2023 00:00,2023011802,Lake Water,,,,
2023011802-03,227 LA CB 4m,01-18-2023,Alk,Alk,152.4,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,01-18-2023 00:00,2023011802,Lake Water,,,,
2023011802-03,227 LA CB 4m,01-18-2023,Anions,Cl,0.21,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011802,Lake Water,,,,
2023011802-03,227 LA CB 4m,01-18-2023,Anions,SO4,0.74,mg/L,0.11,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023011802,Lake Water,,,,
2023011802-03,227 LA CB 4m,01-18-2023,Cations,Na,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-03,227 LA CB 4m,01-18-2023,Cations,Mo,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-03,227 LA CB 4m,01-18-2023,Cations,Mg,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-03,227 LA CB 4m,01-18-2023,Cations,Mn,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
2023011802-03,227 LA CB 4m,01-18-2023,Cations,K,,mg/L,0,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2023011802,Lake Water,,,,
