Sample ID,Site,Date Collected,Test,Parameter,Result,Units,Rep. Limit,Instrument,Method,Analyst,Analysis Date,Order ID,Matrix,,,,
2024061802-01,303 LA CB Epi,06-18-2024,TDP,TDP,3.5,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,06-24-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Absorbance scan,E2:E3,6.2162,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Absorbance scan,A254,53.4296,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Absorbance scan,E2:E4,20.9091,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Absorbance scan,S275-295,0.018,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Absorbance scan,S350-400,0.0182,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Absorbance scan,SR,0.9861,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Absorbance scan,SUVA,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Alk,Alk,186.89,µEq/L,,MANTECH MT-100,ELA-MT100,cleclerc,06-19-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Anions,Cl,0.17,mg/L,0.02,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Anions,SO4,0.8,mg/L,0.04,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Chla,Chla,32.13,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,ctaylor,09-11-2024 22:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,DIC,DIC,134,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,cleclerc,06-18-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,NH3,NH3-N,145,µg/L,2.2,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,NO2,NO2-N,13.4,µg/L,0.6,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,NO3,NO3-N,2667,µg/L,1.7,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Part C/N,Part N,,µg/L,10,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Part Fe,Part Fe,,µg/L,19.4,PerkinElmer AAnalyst 400 AAS,ELA-PartFe,,,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,Part P,Part P,34,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,klama,08-22-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,pH,pH,6.71,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,cleclerc,06-18-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,SRSi,SRSi,0.921,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,gmollot,10-15-2024 22:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,TDN,TDN,2602,µg/L,12.3,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,06-24-2024 00:00,2024061802,Lake Water,,,,
2024061802-02,303 LA CB 2.25m,06-18-2024,TDP,TDP,3.1,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,06-24-2024 00:00,2024061802,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Absorbance scan,SUVA,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Absorbance scan,SR,0.9558,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Absorbance scan,S350-400,0.0171,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Absorbance scan,S275-295,0.0163,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Absorbance scan,E2:E4,17.1053,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Absorbance scan,A254,75.3081,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Absorbance scan,E2:E3,5.219,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Alk,Alk,92.2,µEq/L,,MANTECH MT-100,ELA-MT100,cleclerc,06-19-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Anions,Cl,0.13,mg/L,0.02,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Anions,SO4,0.53,mg/L,0.04,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Chla,Chla,17.74,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,ctaylor,09-11-2024 22:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,DIC,DIC,51,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,cleclerc,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,NH3,NH3-N,0,µg/L,2.2,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,NO2,NO2-N,0.5,µg/L,0.6,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,NO3,NO3-N,1,µg/L,1.7,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Part C/N,Part N,,µg/L,10,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Part Fe,Part Fe,,µg/L,19.4,PerkinElmer AAnalyst 400 AAS,ELA-PartFe,,,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,Part P,Part P,27,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,klama,08-22-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,pH,pH,6.44,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,cleclerc,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,SRSi,SRSi,0.803,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,gmollot,10-15-2024 22:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,TDN,TDN,443,µg/L,9.6,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,06-26-2024 00:00,2024061803,Lake Water,,,,
2024061803-01,304 LA CB Epi,06-18-2024,TDP,TDP,10,µg/L,0.8,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,06-26-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Absorbance scan,E2:E3,5.1846,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Absorbance scan,A254,78.0717,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Absorbance scan,E2:E4,16.85,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Absorbance scan,S275-295,0.016,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Absorbance scan,S350-400,0.0171,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Absorbance scan,SR,0.9342,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Absorbance scan,SUVA,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Alk,Alk,100.12,µEq/L,,MANTECH MT-100,ELA-MT100,cleclerc,06-19-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Anions,Cl,0.17,mg/L,0.02,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Anions,SO4,0.55,mg/L,0.04,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Chla,Chla,12.04,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,ctaylor,09-11-2024 22:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,DIC,DIC,78,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,cleclerc,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,NH3,NH3-N,5,µg/L,2.2,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,NO2,NO2-N,0.6,µg/L,0.6,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,NO3,NO3-N,8,µg/L,1.7,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Part C/N,Part N,,µg/L,10,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Part Fe,Part Fe,,µg/L,19.4,PerkinElmer AAnalyst 400 AAS,ELA-PartFe,,,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,Part P,Part P,26,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,klama,08-22-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,pH,pH,6.21,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,cleclerc,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,SRSi,SRSi,0.912,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,gmollot,10-15-2024 22:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,TDN,TDN,451,µg/L,9.6,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,06-26-2024 00:00,2024061803,Lake Water,,,,
2024061803-02,304 LA CB Meta,06-18-2024,TDP,TDP,10.5,µg/L,0.8,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,06-26-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Absorbance scan,SUVA,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Absorbance scan,SR,0.9372,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Absorbance scan,S350-400,0.017,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Absorbance scan,S275-295,0.0159,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Absorbance scan,E2:E4,16.3182,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Absorbance scan,A254,83.1383,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Absorbance scan,E2:E3,5.1286,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Alk,Alk,102,µEq/L,,MANTECH MT-100,ELA-MT100,cleclerc,06-19-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Anions,Cl,0.14,mg/L,0.02,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Anions,SO4,0.51,mg/L,0.04,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Chla,Chla,8.33,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,ctaylor,09-11-2024 22:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,DIC,DIC,77,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,cleclerc,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,NH3,NH3-N,9,µg/L,2.2,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,NO2,NO2-N,0.6,µg/L,0.6,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,NO3,NO3-N,2,µg/L,1.7,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Part C/N,Part N,,µg/L,10,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Part Fe,Part Fe,,µg/L,19.4,PerkinElmer AAnalyst 400 AAS,ELA-PartFe,,,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,Part P,Part P,27,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,klama,08-22-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,pH,pH,6.05,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,cleclerc,06-18-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,SRSi,SRSi,0.974,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,gmollot,10-15-2024 22:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,TDN,TDN,463,µg/L,9.6,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,06-26-2024 00:00,2024061803,Lake Water,,,,
2024061803-03,304 LA CB 1.5m,06-18-2024,TDP,TDP,11,µg/L,0.8,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,06-26-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Absorbance scan,E2:E3,4.9,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-21-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Absorbance scan,A254,45.3691,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-21-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Absorbance scan,E2:E4,16.3333,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-21-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Absorbance scan,S275-295,0.0161,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-21-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Absorbance scan,S350-400,0.0177,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-21-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Absorbance scan,SR,0.9093,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-21-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Absorbance scan,SUVA,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,klama,06-21-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Alk,Alk,169.13,µEq/L,,MANTECH MT-100,ELA-MT100,cleclerc,06-19-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Anions,Cl,0.24,mg/L,0.02,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Anions,SO4,0.53,mg/L,0.04,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-20-2024 00:00,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
2024061803-04,304 LA CB 4m,06-18-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024061803,Lake Water,,,,
